RowNumber,CustomerId,Surname,Geography,HasCrCard,IsActiveMember,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
7191,15774262,Hobson,Germany,1,1,Male,597,52,8,83693.34,2,161083.53,0
7192,15567839,Gordon,France,0,1,Male,501,42,9,114631.23,1,91429.74,0
7193,15644400,Anderson,France,1,0,Male,709,44,9,128601.98,1,117031.2,0
7194,15797246,Terry,Germany,1,0,Female,621,34,2,91258.52,2,44857.4,0
7195,15778290,Lappin,France,1,1,Male,799,70,8,70416.75,1,36483.52,0
7196,15708714,Santiago,France,1,0,Female,675,33,6,0,2,34045.61,0
7197,15586183,Wallace,France,1,0,Female,561,35,5,0,2,59981.62,0
7198,15761733,King,France,1,1,Female,707,42,10,0,2,152944.39,0
7199,15773934,Fang,France,1,0,Male,670,33,6,88294.6,1,66979.06,0
7200,15705343,May,Spain,1,0,Female,649,32,7,0,1,28797.32,0
7201,15593959,Travis,France,1,1,Male,524,28,1,93577.3,1,51670.82,0
7202,15664615,Nnachetam,Germany,1,1,Female,689,30,5,136650.89,1,41865.72,1
7203,15671014,Zhdanova,Spain,1,1,Female,573,72,8,98765.84,1,96015.53,0
7204,15657778,Jefferson,France,0,0,Male,657,33,1,84309.57,2,103914.4,0
7205,15585192,Cremonesi,Spain,0,0,Male,686,39,10,136258.06,1,89199.51,0
7206,15592914,Fang,France,1,1,Female,683,29,9,0,2,48849.89,0
7207,15770995,Sinclair,Germany,1,0,Female,753,47,1,131160.85,1,197444.69,0
7208,15570990,Begley,Spain,0,0,Female,520,30,4,145222.99,2,145160.96,0
7209,15596165,Degtyarev,Germany,1,1,Male,547,25,4,98141.57,2,52309.8,0
7210,15788131,Atkins,France,1,0,Male,653,47,6,0,1,50695.93,1
7211,15800773,Ikenna,Spain,1,1,Female,648,28,9,102282.61,1,157891.11,0
7212,15690153,Sun,France,0,1,Female,639,37,4,116121.84,2,181850.74,0
7213,15638989,Lettiere,France,0,0,Female,711,25,5,190066.54,1,51345.39,1
7214,15623210,Smith,Germany,0,0,Female,484,55,8,149349.58,3,137519.92,1
7215,15652658,Finch,France,1,1,Male,721,36,1,155176.83,2,49653.37,0
7216,15684440,Monaldo,Germany,1,1,Male,548,32,2,98986.28,1,55867.38,0
7217,15730287,Ugonna,France,1,0,Male,679,41,8,147726.98,3,172749.4,1
7218,15720353,Chiang,France,1,0,Male,553,41,1,0,2,90607.31,0
7219,15767231,Sun,France,0,0,Male,757,36,7,144852.06,1,130861.95,0
7220,15761554,Blackburn,France,0,0,Male,581,54,4,89299.81,1,5558.47,1
7221,15706637,Chang,Spain,0,0,Male,718,40,9,0,2,121537.91,0
7222,15690492,Palermo,France,1,0,Male,625,41,6,97663.16,2,57128.78,0
7223,15694237,McEwan,Spain,1,0,Male,744,39,4,95161.75,1,19409.77,0
7224,15729771,Davide,Germany,0,1,Male,799,31,9,154586.92,1,88604.89,1
7225,15609823,Chieloka,Spain,0,0,Female,751,34,8,127095.14,2,479.54,0
7226,15793366,Humphreys,Germany,1,1,Male,781,35,7,92526.15,2,173837.54,0
7227,15614813,Cocci,Germany,1,0,Female,777,46,0,107362.8,1,487.3,0
7228,15566495,Hanson,Spain,1,0,Female,704,24,2,0,1,35600.25,1
7229,15707602,Macleod,France,1,1,Female,539,47,2,127286.04,2,166929.43,1
7230,15635244,Ritchie,France,1,1,Female,716,29,6,0,2,98998.61,0
7231,15805627,Nebechukwu,France,1,1,Male,670,37,2,0,2,54229.74,0
7232,15607986,Nnamutaezinwa,France,1,1,Male,555,40,10,139930.18,1,105720.09,0
7233,15799785,Ikemefuna,Germany,1,1,Female,679,30,4,77949.69,1,121151.46,0
7234,15699963,Scott,France,1,1,Male,571,38,1,121405.04,1,154844.22,0
7235,15624595,Chiang,Spain,1,1,Female,512,35,5,124580.69,1,18785.48,0
7236,15629750,Artyomova,France,1,0,Male,697,35,5,133087.76,1,64771.61,0
7237,15651460,Hsieh,Spain,1,1,Male,424,34,7,0,1,16250.61,0
7238,15753550,Levien,France,1,0,Female,684,43,7,0,2,131093.99,0
7239,15594133,Erskine,Spain,1,0,Male,697,62,7,0,1,129188.18,1
7240,15772329,Fiorentino,Germany,1,0,Male,580,45,8,103741.14,1,47428.73,1
7241,15591552,Okonkwo,France,1,0,Female,600,32,7,98877.95,1,132973.21,0
7242,15750921,Monds,France,1,1,Male,521,37,5,105843.26,2,84908.2,0
7243,15701687,Campbell,Spain,0,0,Male,664,44,7,77526.66,3,57338.56,1
7244,15728906,Ibekwe,France,1,1,Male,634,77,5,0,2,161579.85,0
7245,15670029,Marcelo,France,1,0,Female,445,33,7,0,2,122625.68,0
7246,15763579,Castro,Germany,1,1,Female,702,36,2,105264.88,2,52909.87,0
7247,15728010,Capon,France,0,1,Male,485,37,5,0,2,170226.47,0
7248,15663194,Voronova,Germany,1,1,Female,582,40,3,110150.43,1,191757.65,1
7249,15736510,Loggia,Spain,1,0,Female,605,57,2,0,3,66652.75,1
7250,15745804,Law,France,1,1,Male,628,25,7,0,2,195977.75,0
7251,15631451,Grant,Spain,1,1,Female,604,28,6,0,2,69056.26,0
7252,15746995,Greco,Germany,1,0,Male,724,31,9,138166.3,1,12920.43,0
7253,15730673,Dietz,Germany,1,0,Male,567,40,7,122265.24,1,138552.74,0
7254,15734649,Martel,Spain,1,0,Female,779,55,0,133295.98,1,22832.71,1
7255,15701081,Jarvis,France,0,1,Male,785,36,2,0,1,61811.1,0
7256,15632503,Meng,France,1,0,Female,563,32,0,148326.09,1,191604.27,1
7257,15585928,Hay,Germany,1,1,Female,821,31,2,68927.57,1,25445,0
7258,15648681,Voronoff,France,0,1,Female,747,47,5,139914.6,4,129964.56,1
7259,15747757,Trevascus,Germany,0,0,Female,600,58,8,118723.11,1,6209.51,1
7260,15718921,Ho,Spain,1,1,Male,625,32,7,106957.28,1,134794.02,0
7261,15571081,Hansen,France,1,1,Female,773,41,7,190238.93,1,57549.65,0
7262,15734578,Craig,France,0,1,Female,726,53,1,113537.73,1,28367.21,0
7263,15579583,Hall,Spain,1,1,Female,641,40,4,101090.27,1,51703.09,0
7264,15622729,Sun,France,1,1,Female,649,46,2,0,2,66602.7,0
7265,15662189,Durant,Spain,1,1,Male,434,33,3,0,1,2739.71,0
7266,15692718,Jackson,France,0,0,Female,738,38,7,0,2,69227.42,0
7267,15762716,Chigozie,Spain,1,0,Female,762,60,10,168920.75,1,31445.03,1
7268,15724851,Farmer,Germany,1,0,Male,507,31,9,111589.67,1,150037.19,0
7269,15587266,Douglas,Germany,0,1,Female,606,27,6,172310.33,1,111448.92,0
7270,15675926,Ardis,Germany,1,0,Male,655,34,7,118028.35,1,51226.32,1
7271,15706268,Smith,Germany,1,1,Male,697,51,1,147910.3,1,53581.14,0
7272,15581871,Butler,Germany,1,1,Male,504,42,7,131287.36,2,149697.78,0
7273,15666166,Pettry,France,1,1,Female,653,74,0,121276.32,1,160348.31,0
7274,15671582,John,Spain,1,1,Male,660,38,6,109869.32,1,154641.91,0
7275,15680901,Potter,France,1,1,Female,652,34,6,97435.85,2,104331.76,0
7276,15642336,Shaw,France,0,0,Female,669,42,9,0,2,135630.32,0
7277,15653147,Boyle,France,1,1,Male,594,35,2,133853.27,1,65361.66,0
7278,15571284,Elmore,Germany,1,1,Male,756,32,0,109528.16,2,56176.31,0
7279,15591360,Udinesi,France,0,1,Female,642,33,4,84607.34,2,60059.47,0
7280,15810485,Sun,Germany,0,0,Male,486,37,1,101438,1,51364.56,0
7281,15611973,Tuan,France,1,1,Male,804,55,7,0,2,118752.6,0
7282,15735572,Lawrence,France,1,1,Male,629,59,9,113657.83,1,116848.79,1
7283,15567860,Burrows,Spain,1,0,Female,581,44,7,189318.16,2,45026.23,1
7284,15795690,Shao,France,1,1,Male,667,31,3,99513.91,1,189657.26,0
7285,15706464,White,Spain,0,0,Male,667,35,4,97585.32,2,57213.46,0
7286,15725028,Chialuka,France,1,1,Male,679,29,3,0,2,63687.06,0
7287,15751167,Toscano,France,1,1,Female,680,43,4,0,2,58761.33,0
7288,15633944,McKay,Spain,1,1,Male,644,32,3,136659.74,1,14187.78,0
7289,15672637,Voronkov,France,1,0,Female,571,30,4,85755.86,1,145115.95,0
7290,15680895,Sal,Spain,1,0,Female,627,35,7,0,1,187718.26,0
7291,15793825,Ikechukwu,France,1,0,Male,536,39,4,0,2,27150.35,0
7292,15611318,Kruglova,Spain,1,0,Male,599,33,4,51690.89,1,111622.76,1
7293,15768474,Clements,Spain,1,0,Male,744,34,3,0,2,27244.35,0
7294,15716276,Kennedy,France,1,0,Female,709,34,2,111669.68,1,57029.66,0
7295,15623668,Johnson,Germany,0,0,Male,653,31,2,154741.45,2,25183.01,0
7296,15696361,Chung,Germany,0,1,Male,648,31,7,125681.51,1,129980.93,0
7297,15607988,Garland,Germany,1,0,Female,663,37,8,155303.71,1,118716.63,0
7298,15637891,Docherty,Germany,0,1,Female,613,43,4,140681.68,1,20134.07,0
7299,15789865,Nnaife,France,0,1,Male,620,28,9,71902.52,1,190208.23,0
7300,15627190,Lettiere,France,1,1,Male,661,51,6,146606.6,1,68021.9,0
7301,15788224,Sanderson,Germany,0,0,Male,669,45,1,123949.75,1,110881.56,0
7302,15702149,Fomin,Germany,1,1,Female,767,33,1,144753.21,1,132480.75,0
7303,15708236,Wright,France,1,1,Female,491,72,6,91285.22,1,7032.95,0
7304,15568469,Buckley,France,1,0,Male,653,43,0,0,2,27862.58,0
7305,15764444,Pan,Germany,1,1,Male,679,58,8,125850.53,2,87008.17,0
7306,15794204,Manna,France,1,1,Male,687,28,7,108116.66,1,27411.19,0
7307,15807546,Chinwendu,France,1,1,Female,837,38,2,0,2,46395.21,0
7308,15782159,Ndubuagha,France,1,1,Male,850,28,8,67639.56,2,194245.29,0
7309,15618703,White,Spain,0,1,Female,663,53,6,150200.23,1,151317.27,1
7310,15793317,Hale,Spain,1,0,Female,547,22,7,141287.15,1,118142.79,0
7311,15740487,Ross,France,1,1,Female,627,41,6,0,3,138700.75,1
7312,15722479,Ikenna,France,0,1,Male,707,37,1,0,2,6035.51,0
7313,15688264,Nkemdilim,France,1,1,Female,629,43,0,0,2,41263.69,0
7314,15583067,McMillan,France,0,1,Female,687,36,4,97157.96,1,63185.05,0
7315,15686670,Duke,France,1,0,Female,588,36,2,0,2,92536,1
7316,15593345,Bradbury,Germany,1,1,Female,502,33,6,125241.17,2,158736.07,0
7317,15811690,Bayley,Germany,0,0,Male,793,54,2,128966.13,1,18633.4,1
7318,15734008,Bartlett,Germany,1,0,Male,727,59,5,152581.06,1,71830.1,1
7319,15771856,Cremin,Spain,1,0,Female,632,32,1,0,2,19525.65,0
7320,15762045,Gilchrist,Germany,1,1,Female,474,37,5,142688.57,2,110953.33,0
7321,15778142,Shih,Germany,1,1,Female,850,31,1,130089.56,2,4466.21,0
7322,15689268,Fitzpatrick,France,1,1,Male,584,36,9,0,1,105818.51,0
7323,15721507,Pagan,France,0,0,Female,713,32,1,117094.02,1,149558.83,1
7324,15750476,Hendrick,Spain,1,0,Male,742,24,8,0,2,4070.28,0
7325,15810723,Sanderson,France,1,0,Female,607,39,10,0,3,132741.13,1
7326,15787229,Samsonova,Spain,1,0,Female,761,34,2,0,2,61251.25,0
7327,15570508,Azubuike,France,1,0,Male,600,49,7,90218.9,1,91347.76,0
7328,15617065,Pan,Spain,1,0,Male,650,42,4,194532.66,1,171045.31,1
7329,15689786,Massie,Germany,0,0,Male,850,56,1,169743.83,1,155850.4,1
7330,15648876,Sandover,France,1,0,Female,501,34,5,0,1,27380.99,0
7331,15802106,Craig,France,1,0,Male,418,34,8,155973.88,1,154208.96,0
7332,15773869,Onwudiwe,Spain,1,1,Male,797,59,4,129321.44,1,93624.55,0
7333,15711635,Chu,Germany,1,0,Female,788,42,6,138650.49,2,64746.07,0
7334,15795527,Zetticci,Spain,1,0,Male,699,43,2,136487.86,2,82815.93,0
7335,15759133,Vaguine,France,1,1,Male,616,18,6,0,2,27308.58,0
7336,15679394,Owen,France,1,1,Female,651,41,4,38617.2,1,104876.8,0
7337,15801072,Hurst,France,1,0,Female,654,28,7,0,2,151316.37,0
7338,15646082,Harding,France,1,0,Female,676,34,8,82909.14,1,91817.38,1
7339,15796111,Smith,Germany,0,1,Female,708,54,8,145151.4,1,125311.17,1
7340,15670646,Moore,Spain,1,1,Female,499,42,0,147187.84,1,14868.94,1
7341,15578722,Bradley,France,1,0,Male,689,39,4,0,2,196112.45,0
7342,15815095,Burfitt,Spain,0,0,Male,850,54,7,108185.81,2,24093.4,1
7343,15730360,Mackenzie,France,1,1,Male,502,30,4,0,2,66263.87,0
7344,15763194,Milanesi,France,0,1,Male,643,34,7,0,2,100304.13,0
7345,15720725,Shubin,France,1,0,Male,762,28,2,0,2,167909.52,0
7346,15567834,Nieves,France,1,1,Male,719,49,5,105918.1,1,16246.59,0
7347,15720644,Martin,France,1,0,Male,789,27,6,0,2,103603.65,0
7348,15811742,Jen,Spain,1,0,Male,553,42,7,0,2,7680.23,0
7349,15813363,Woods,Spain,0,0,Male,448,25,2,0,2,95215.73,0
7350,15717629,Docherty,Germany,0,1,Male,632,42,6,59972.26,2,148172.94,0
7351,15713160,Lin,Spain,1,0,Male,669,25,7,157228.61,2,124382.9,0
7352,15568878,Cheng,Spain,1,0,Male,654,34,5,0,2,159311.46,0
7353,15809800,Korovina,France,0,0,Female,726,38,4,0,2,6787.48,0
7354,15736420,Macdonald,France,0,1,Male,596,21,4,210433.08,2,197297.77,1
7355,15757933,Hardy,Germany,1,0,Female,733,30,1,102452.71,1,21556.95,0
7356,15623072,Shaw,Spain,1,0,Female,529,35,5,0,2,56518,0
7357,15683993,Knight,France,1,0,Female,493,37,8,142987.46,2,158840.99,0
7358,15570947,Bruny,Spain,1,1,Female,615,29,7,143330.56,2,126396.01,0
7359,15797767,Ikedinachukwu,France,0,1,Female,600,49,6,0,1,148087.88,1
7360,15731989,Moran,France,1,0,Male,666,36,4,120165.4,2,33701.5,0
7361,15591035,Macleod,Spain,0,1,Male,644,54,6,0,1,84622.37,0
7362,15586479,Yin,France,1,0,Female,692,36,4,0,1,185580.89,1
7363,15605872,Felix,France,1,1,Male,707,73,6,66573.17,1,62768.8,0
7364,15666012,Rippey,France,1,1,Male,603,40,4,102833.46,2,38829.11,0
7365,15641733,Mishina,France,1,0,Female,671,34,5,164757.56,1,110748.88,0
7366,15593178,Graham,Spain,1,1,Female,568,36,10,153610.61,1,54083.8,1
7367,15649183,Johnston,Spain,0,1,Female,598,35,8,0,3,88658.73,0
7368,15736399,Korovin,Spain,1,0,Male,606,42,10,0,2,177938.52,0
7369,15751137,Lei,Germany,1,0,Female,850,36,3,169025.83,1,174235.06,0
7370,15757188,Chimaijem,Spain,1,1,Female,644,26,4,153455.72,2,82696.84,0
7371,15726167,Scott,France,1,1,Male,655,37,4,0,2,142415.97,0
7372,15624850,Grant,France,1,0,Male,850,30,10,153972.89,2,62811.03,0
7373,15717700,McIntyre,Spain,0,1,Male,683,34,9,114609.55,2,25339.29,0
7374,15716347,Griffin,Germany,0,1,Male,663,37,7,143625.83,2,176487.05,0
7375,15696287,Converse,Germany,1,1,Female,682,38,1,116520.28,1,49833.5,1
7376,15638871,Ch'ang,France,1,1,Male,639,77,6,80926.02,2,55829.25,0
7377,15765093,Coates,France,1,1,Male,704,23,6,166594.78,1,155823.2,0
7378,15592999,Reid,France,1,1,Female,691,40,0,115465.98,1,60622.61,0
7379,15641715,Ts'ui,France,1,1,Male,599,34,8,0,2,174196.68,0
7380,15607746,Belstead,France,1,1,Female,573,36,1,0,1,56905.38,0
7381,15625311,Dickinson,Germany,1,1,Female,589,41,7,92618.62,1,101178.85,0
7382,15573077,Nwora,Germany,1,1,Female,620,25,8,141825.88,1,73857.94,1
7383,15735106,Bishop,Spain,1,0,Male,647,28,6,149594.02,2,102325.19,0
7384,15672912,Loggia,Spain,0,0,Female,737,39,7,130051.66,2,55356.39,1
7385,15589881,Rowe,France,1,1,Female,634,41,7,0,2,131284.93,0
7386,15660144,Balashov,France,0,0,Male,660,38,4,0,2,88080.43,0
7387,15664083,Ulyanova,Germany,0,1,Female,666,37,2,158468.76,1,93266.01,0
7388,15690898,Bogolyubova,France,0,0,Male,696,44,8,161889.79,1,75562.47,0
7389,15808023,Remington,France,1,1,Female,836,29,9,133681.78,1,153747.73,0
7390,15676909,Mishin,Spain,1,0,Female,667,34,5,0,2,163830.64,0
7391,15764922,Tu,Spain,1,0,Male,596,20,3,187294.46,1,103456.47,0
7392,15766734,Castiglione,France,1,0,Male,430,31,5,0,1,95655.16,0
7393,15795079,Nnaife,Spain,1,1,Male,596,67,6,0,2,138350.74,0
7394,15757434,Yang,France,0,0,Male,599,28,7,119706.22,1,31190.42,0
7395,15673747,Ayers,France,0,1,Female,519,22,8,0,1,167553.06,0
7396,15808386,Cocci,Germany,0,0,Female,721,45,7,138523.2,1,59604.45,1
7397,15603565,Mackenzie,Spain,1,0,Female,603,56,5,90778.76,2,162223.67,1
7398,15744044,Fiorentini,Germany,1,0,Male,572,47,4,99353.42,1,196549.85,1
7399,15577771,Akabueze,Germany,1,1,Female,453,40,1,111524.49,1,120373.84,1
7400,15769548,Hyde,France,1,0,Female,668,37,7,128645.67,1,92149.64,0
7401,15802071,Levi,Germany,0,1,Male,762,35,1,117458.51,1,178361.48,1
7402,15677395,Nwabugwu,France,0,0,Female,633,39,9,129189.15,2,170998.83,0
7403,15632010,Chia,Spain,1,0,Male,647,33,7,121260.19,2,77216.48,0
7404,15779492,Trevisano,Spain,0,0,Male,796,56,6,94231.13,1,121164.6,1
7405,15694677,Bennetts,France,1,1,Male,733,39,1,0,2,141841.31,0
7406,15704315,Teng,France,1,1,Male,556,34,8,163757.06,1,104000.06,0
7407,15742009,Hsueh,Spain,1,1,Male,489,58,4,0,2,191419.32,0
7408,15766663,Mahmood,France,1,0,Male,639,22,4,0,2,28188.96,0
7409,15742297,Sinclair,France,1,1,Male,715,35,2,141005.47,1,60407.93,0
7410,15688059,Chin,Germany,1,1,Female,807,42,9,105356.09,2,130489.37,0
7411,15752344,She,Spain,1,0,Male,714,34,5,0,2,193040.32,0
7412,15698749,He,Germany,1,0,Female,626,23,6,85897.95,1,109742.8,0
7413,15631693,Hill,France,1,1,Male,697,36,7,0,2,74760.32,0
7414,15604536,Vachon,Germany,0,1,Female,850,31,4,164672.66,1,61936.1,0
7415,15802869,Ball,Germany,1,1,Female,737,45,2,99169.67,2,78650.95,0
7416,15635598,Hsieh,France,0,0,Male,812,29,6,0,2,168023.6,0
7417,15592326,Baker,France,0,1,Male,583,36,8,0,2,5571.59,0
7418,15736533,Monaldo,Germany,1,0,Female,730,37,5,124053.03,1,118591.67,0
7419,15647191,Lucchesi,France,1,0,Male,677,36,4,0,2,7824.31,0
7420,15622507,Hamilton,Germany,0,0,Female,748,40,3,103499.09,2,38153.19,0
7421,15765487,Kuo,Germany,1,1,Female,753,38,9,151766.71,1,180829.99,0
7422,15646521,Fan,Spain,1,1,Female,634,36,1,0,1,143960.72,0
7423,15746258,Wright,France,1,1,Male,622,29,7,101486.96,1,8788.35,0
7424,15692430,Milano,Germany,1,0,Male,699,36,2,123601.56,2,103557.85,0
7425,15625501,Wall,Germany,1,0,Male,570,38,1,127201.58,1,147168.28,1
7426,15640521,Chidumaga,Germany,1,0,Male,552,33,3,144962.74,1,58844.84,1
7427,15790630,Olisaemeka,France,0,0,Female,619,48,4,0,1,18094.96,1
7428,15664720,Kovalyova,Spain,0,0,Male,714,33,8,122017.19,1,162515.17,0
7429,15750055,Onio,Spain,1,1,Male,503,32,9,100262.88,2,157921.25,0
7430,15644878,Hill,Spain,0,0,Female,685,43,6,117302.62,1,68701.73,0
7431,15754578,Okeke,France,1,0,Female,606,35,0,135984.15,2,186778.89,0
7432,15705379,Upjohn,France,1,0,Male,678,38,3,0,2,66561.6,0
7433,15761047,H?,Germany,0,1,Male,724,31,2,160997.54,2,64831.36,0
7434,15671293,Marcus,Germany,1,1,Female,779,37,2,128389.63,1,6589.16,1
7435,15687527,Yobachukwu,Spain,1,0,Male,638,35,1,0,2,165370.66,0
7436,15647898,Russell,Spain,1,0,Female,610,50,5,130554.51,3,184758.17,1
7437,15671534,Hovell,Germany,1,0,Female,646,57,6,90212,1,13911.27,1
7438,15591248,Chukwumaobim,France,1,1,Female,628,29,9,71996.29,1,34857.46,0
7439,15676156,Boyle,France,1,0,Female,528,32,4,85615.66,2,156192.43,0
7440,15812918,Scott,France,0,0,Female,432,27,6,62339.81,2,53874.67,0
7441,15604130,Johnstone,Spain,0,0,Female,622,47,6,142319.03,1,100183.05,0
7442,15700549,Alvares,France,1,1,Male,721,54,5,0,2,4493.12,0
7443,15715519,McDavid,Spain,1,0,Male,614,36,5,0,2,130610.78,0
7444,15707042,Dellucci,France,1,0,Female,634,24,2,87413.19,1,63340.65,0
7445,15605276,Brothers,France,1,1,Female,742,29,4,0,2,180066.59,0
7446,15630592,Sanders,France,1,0,Female,516,45,4,0,1,95273.73,1
7447,15636626,Morrison,France,1,1,Male,718,35,3,97560.16,1,53511.74,0
7448,15740411,Molle,Germany,1,1,Male,636,30,8,141787.31,2,109685.61,0
7449,15593834,Genovese,Spain,0,0,Male,691,36,7,129934.64,1,75664.56,1
7450,15804235,Zetticci,France,1,1,Female,698,37,2,166178.02,2,71972.95,0
7451,15679801,Hsueh,Spain,1,1,Female,712,39,5,163097.55,2,23702.42,0
7452,15673907,Alexander,France,0,0,Male,659,20,8,0,2,112572.02,0
7453,15636562,Muravyova,Spain,0,0,Male,573,44,8,0,2,62424.46,0
7454,15702571,Wright,Germany,1,1,Female,778,35,1,151958.19,3,131238.37,1
7455,15627365,Calabresi,France,1,1,Male,732,46,0,0,2,184350.78,0
7456,15748499,Johnson,Germany,0,1,Male,550,33,4,118400.91,1,13999.64,1
7457,15598614,Lucchesi,Spain,1,0,Male,790,20,8,0,2,168152.76,0
7458,15668889,Galgano,Germany,1,0,Female,665,43,2,116322.27,4,35640.12,1
7459,15800049,Grigoryeva,Spain,1,1,Female,728,43,5,0,1,120088.17,0
7460,15583724,Raymond,Spain,1,1,Female,645,29,4,0,2,74346.11,0
7461,15622083,Paterson,Germany,1,0,Male,647,30,6,143138.91,2,2955.46,0
7462,15645571,Genovese,Spain,0,1,Male,596,32,4,0,2,146504.35,0
7463,15598266,Martin,France,1,1,Male,610,40,9,0,1,149602.54,0
7464,15667934,Moretti,France,1,0,Male,512,36,0,129804.17,1,53020.9,0
7465,15569682,Leckie,Germany,1,0,Male,768,37,9,108308.11,1,41788.25,1
7466,15772941,Lane,Germany,0,1,Male,666,30,3,110153.27,1,74849.46,0
7467,15586174,Brodney,Germany,1,1,Female,700,30,4,116377.48,1,134417.31,0
7468,15803682,Angelo,Germany,1,1,Female,651,37,10,117791.06,2,75837.58,0
7469,15627328,Millar,Spain,1,1,Female,542,26,2,0,2,54869.54,0
7470,15717065,Balashov,France,1,0,Female,686,35,8,105419.73,1,35356.46,0
7471,15602456,Afanasyev,Germany,1,1,Female,850,47,4,99219.47,2,122141.13,0
7472,15721569,Chialuka,Germany,0,1,Female,658,55,8,119327.93,1,119439.66,0
7473,15573798,Yermolayev,France,1,0,Female,448,36,6,83947.12,2,81999.53,0
7474,15638272,Tien,Spain,1,1,Male,609,32,4,99883.16,1,120594.85,0
7475,15799859,Lucchesi,France,1,0,Male,704,50,4,165438.26,1,120770.75,1
7476,15599152,Lai,France,0,0,Male,698,31,1,156111.24,1,134790.74,0
7477,15737909,Bates,France,1,0,Male,759,44,2,111095.58,2,100137.7,0
7478,15646190,Saunders,France,0,0,Female,677,56,0,119963.45,1,158325.87,1
7479,15711249,Chukwuemeka,Spain,1,0,Male,544,22,4,0,2,70007.67,0
7480,15671987,Meagher,Spain,1,0,Male,567,35,8,153137.74,1,88659.07,0
7481,15812766,Golubeva,Spain,0,0,Male,490,40,6,156111.08,1,190889.13,0
7482,15778589,Collier,France,1,1,Male,626,34,7,113014.7,2,56646.28,0
7483,15750104,Chan,Germany,1,0,Male,718,43,5,132615.73,2,32999.1,0
7484,15784526,Chen,France,0,1,Male,616,44,5,102016.38,1,178235.37,1
7485,15646563,Wright,France,0,1,Female,772,35,9,0,1,25448.31,0
7486,15744423,Cocci,France,1,0,Male,561,32,5,0,2,84871.99,0
7487,15593694,Williams,France,0,0,Male,814,49,8,0,2,157822.54,0
7488,15785367,McGuffog,France,0,0,Female,651,56,4,0,1,84383.22,1
7489,15687765,Chukwujamuike,Germany,1,0,Female,538,42,4,80380.24,1,119216.46,0
7490,15789014,Scott,France,1,0,Female,600,26,6,108909.12,1,82547.01,0
7491,15703177,Bell,France,1,1,Female,654,35,2,90865.8,1,86764.46,0
7492,15660263,Olisaemeka,France,1,0,Male,622,40,4,99799.76,2,197372.13,0
7493,15776545,Napolitani,France,0,1,Male,682,28,10,200724.96,1,82872.64,1
7494,15683276,Sargood,Spain,1,1,Female,610,37,10,140363.95,2,129563.86,0
7495,15599272,Harrington,France,1,1,Female,795,36,1,151844.64,1,135388.89,0
7496,15589541,Sutherland,France,0,1,Female,557,27,2,0,2,4497.55,0
7497,15608804,Allan,Germany,1,1,Male,824,49,8,133231.48,1,67885.37,0
7498,15645820,Folliero,France,1,0,Male,698,27,7,0,2,111471.55,0
7499,15659031,Mordvinova,France,1,1,Female,630,36,8,126598.99,2,134407.93,0
7500,15790113,Schofield,Germany,1,0,Female,609,71,6,113317.1,1,108258.22,1
7501,15652289,Williams,France,1,0,Male,694,47,4,0,2,197528.62,0
7502,15605341,Baird,France,1,1,Female,681,58,8,93173.88,1,139761.25,0
7503,15697844,Whitehouse,Spain,1,0,Female,721,32,10,0,1,136119.96,1
7504,15652048,Thompson,Germany,1,1,Male,563,44,7,105007.31,2,197812.16,0
7505,15587038,Ogochukwu,Spain,1,1,Female,654,32,2,0,1,51972.92,1
7506,15660528,Niu,Spain,1,0,Male,659,27,4,0,2,99341.87,0
7507,15700300,Okoli,Germany,0,1,Female,674,44,4,131593.85,1,171345.02,1
7508,15642001,Lorenzen,Germany,1,0,Male,576,44,9,119530.52,1,119056.68,1
7509,15580366,Okechukwu,Germany,1,1,Male,566,54,4,118614.6,2,172601.62,0
7510,15657228,Anderson,Germany,0,1,Male,545,37,9,95829.13,2,104936.88,0
7511,15729377,Ku,France,1,1,Male,798,36,1,0,2,159044.1,0
7512,15686913,Kung,France,1,0,Male,757,38,0,0,1,83263.06,0
7513,15631267,Lu,France,1,1,Male,641,50,6,153590.73,2,130910.78,0
7514,15632275,Trevisano,France,1,0,Male,718,29,2,0,1,126336.72,0
7515,15715907,Onwubiko,France,1,0,Male,699,64,9,113109.52,1,27980.8,1
7516,15764841,Vidler,France,1,1,Female,623,35,0,130557.24,1,47880.71,0
7517,15748649,Shen,France,1,0,Male,644,40,8,93183.19,1,73882.49,0
7518,15771409,McGregor,France,1,0,Male,586,58,7,151933.63,1,162960.05,1
7519,15779207,Nnamdi,Germany,1,1,Male,500,30,2,125495.64,2,68807.47,0
7520,15814116,Castiglione,France,1,0,Female,583,42,7,0,2,144039.05,0
7521,15665087,Bergamaschi,Germany,1,1,Female,595,26,8,118547.72,1,151192.18,0
7522,15611189,Allingham,Spain,0,0,Male,670,43,1,97792.21,1,120225.62,0
7523,15729718,Stelzer,France,0,0,Male,610,41,6,0,3,56118.81,1
7524,15733602,Rubin,Spain,0,1,Female,814,72,2,0,2,130853.03,0
7525,15620103,Ho,France,1,1,Female,660,40,8,167181.01,1,185156.94,0
7526,15770406,Watson,Germany,0,1,Male,580,35,9,121355.19,1,35671.45,0
7527,15800554,Perry,France,1,1,Female,850,81,1,0,2,59568.24,0
7528,15611409,Sun,Spain,0,0,Male,676,35,0,0,2,139911.58,0
